id,origen,fuente,no_enviar_email,no_llamar,compra,visitas_total,tiempo_en_site_total,paginas_vistas_visita,ult_actividad,ambito,ocupacion,conociste_google,conociste_revista,conociste_periodico,conociste_youtube,conociste_facebook,conociste_referencias,score_actividad,score_perfil,descarga_lm
604969,Landing Page Submission,Organic Search,No,No,1,11.0,1549,1.57,Chat Conversation,Hospitality Management,Unemployed,No,No,No,No,No,No,16.0,17.0,Yes
604935,Landing Page Submission,Google,Yes,No,0,5.0,36,2.5,Page Visited on Website,E-COMMERCE,Unemployed,No,No,No,No,No,No,,,Yes
604928,API,Chat,No,No,0,5.0,1291,1.0,Chat Conversation,,,No,No,No,No,No,No,,,No
604908,Landing Page Submission,Organic Search,No,No,1,10.0,1537,10.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,,,Yes
604905,Landing Page Submission,Google,No,No,0,3.0,203,1.5,Form Submitted on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
604875,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
604873,Landing Page Submission,Direct Traffic,No,No,0,9.0,63,4.5,Chat Conversation,Marketing Management,Student,No,No,No,No,No,No,,,Yes
604856,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
604851,Landing Page Submission,Google,No,No,0,5.0,14,5.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
604849,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
604843,API,Google,No,No,0,2.0,89,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
604832,Landing Page Submission,Direct Traffic,No,No,0,2.0,154,2.0,SMS Sent,E-COMMERCE,,No,No,No,No,No,No,,,Yes
604797,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
604796,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,150,1.0,Email Bounced,Marketing Management,,No,No,No,No,No,No,,,No
604743,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,119,1.0,Email Bounced,E-COMMERCE,Unemployed,No,No,No,No,No,No,,,No
604739,Landing Page Submission,Direct Traffic,No,No,0,2.0,45,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
604722,Landing Page Submission,Direct Traffic,Yes,No,0,5.0,1400,5.0,Page Visited on Website,IT Projects Management,,No,No,No,No,No,No,,,Yes
604721,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,70,1.0,Email Bounced,IT Projects Management,Unemployed,No,No,No,No,No,No,,,Yes
604717,Landing Page Submission,Direct Traffic,No,No,1,3.0,1492,1.5,Email Opened,International Business,Unemployed,No,No,No,No,No,No,,,Yes
604700,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
604698,Landing Page Submission,Google,No,No,1,3.0,552,3.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,,,No
604692,Landing Page Submission,Organic Search,No,No,1,3.0,1382,3.0,SMS Sent,Operations Management,,No,No,No,No,No,No,,,Yes
604690,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,124,1.0,Email Bounced,Rural and Agribusiness,,No,No,No,No,No,No,,,No
604688,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,322,1.0,Email Bounced,Rural and Agribusiness,,No,No,No,No,No,No,,,No
604651,Landing Page Submission,Direct Traffic,No,No,0,2.0,382,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
604618,Landing Page Submission,Organic Search,Yes,No,0,6.0,197,6.0,Email Bounced,Operations Management,,No,No,No,No,No,No,,,No
604613,Landing Page Submission,Direct Traffic,No,No,0,4.0,517,2.0,Page Visited on Website,IT Projects Management,Unemployed,No,No,No,No,No,No,,,Yes
604612,Landing Page Submission,Organic Search,Yes,No,0,3.0,396,3.0,Page Visited on Website,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,Yes
604600,Landing Page Submission,Direct Traffic,No,No,0,2.0,739,2.0,Converted to Lead,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
604582,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
604536,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,317,3.0,SMS Sent,Finance Management,,No,No,No,No,No,No,,,Yes
604532,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,93,2.0,Page Visited on Website,Operations Management,Unemployed,No,No,No,No,No,No,,,Yes
604499,Lead Add Form,Reference,No,No,1,,182,,,Select,Unemployed,No,No,No,No,No,No,,,No
604469,Landing Page Submission,Organic Search,No,No,1,8.0,931,2.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
604407,Landing Page Submission,Google,No,No,0,3.0,398,3.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
604406,API,Google,No,No,0,2.0,890,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
604404,Landing Page Submission,Organic Search,Yes,No,0,8.0,27,8.0,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
604403,Landing Page Submission,Google,No,No,0,6.0,46,2.0,SMS Sent,Marketing Management,,No,No,No,No,No,No,,,No
604391,Landing Page Submission,Google,No,No,0,13.0,62,2.17,Page Visited on Website,Media and Advertising,,No,No,No,No,No,No,13.0,17.0,Yes
604384,API,Organic Search,No,No,0,4.0,635,4.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
604323,Landing Page Submission,Google,No,No,0,2.0,340,2.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
604317,Landing Page Submission,Organic Search,Yes,No,0,8.0,74,8.0,Page Visited on Website,Marketing Management,,No,No,No,No,No,No,,,Yes
604307,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Finance Management,Working Professional,No,No,No,No,No,No,,,No
604305,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
604244,Landing Page Submission,Google,No,No,0,6.0,33,3.0,Email Opened,Supply Chain Management,,No,No,No,No,No,No,,,No
604230,Landing Page Submission,Direct Traffic,No,No,0,4.0,534,4.0,Email Opened,Marketing Management,,No,No,No,No,No,No,,,Yes
604229,API,Google,No,No,1,11.0,523,2.2,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
604225,API,Google,No,No,1,11.0,1060,2.2,SMS Sent,,,No,No,No,No,No,No,,,No
604224,Landing Page Submission,Organic Search,Yes,No,0,2.0,61,2.0,Email Bounced,Finance Management,,No,No,No,No,No,No,,,Yes
604207,Landing Page Submission,Organic Search,No,No,0,2.0,62,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,,,No
604205,Landing Page Submission,Direct Traffic,No,No,0,2.0,125,2.0,SMS Sent,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,Yes
604204,Landing Page Submission,Organic Search,No,No,0,6.0,203,6.0,SMS Sent,Healthcare Management,Unemployed,No,No,No,No,No,No,,,Yes
604202,API,Google,No,No,0,3.0,279,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
604185,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
604170,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
604152,Landing Page Submission,Google,Yes,No,0,7.0,245,1.75,Page Visited on Website,Rural and Agribusiness,,No,No,No,No,No,No,,,No
604145,Landing Page Submission,Direct Traffic,No,No,0,3.0,19,3.0,Page Visited on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
604134,Lead Add Form,,Yes,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
604114,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
604092,Landing Page Submission,Organic Search,No,No,1,20.0,972,10.0,SMS Sent,Healthcare Management,Working Professional,No,No,No,No,No,No,,,Yes
604087,Landing Page Submission,Google,No,No,0,3.0,255,3.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,No
604073,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,No
604069,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
604051,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
604038,Landing Page Submission,Direct Traffic,No,No,0,2.0,70,2.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
604023,Landing Page Submission,Direct Traffic,No,No,0,5.0,261,5.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
604017,Landing Page Submission,Google,No,No,0,10.0,91,3.33,SMS Sent,Select,,No,No,No,No,No,No,,,No
604007,Landing Page Submission,Google,No,No,1,5.0,938,5.0,Email Opened,Finance Management,Working Professional,No,No,No,No,No,No,,,No
603996,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
603989,API,Google,No,No,1,2.0,2013,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
603956,Landing Page Submission,Google,No,No,0,1.0,183,1.0,Converted to Lead,Retail Management,Unemployed,No,No,No,No,No,No,,,No
603943,Landing Page Submission,Google,No,No,1,5.0,977,5.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
603939,Landing Page Submission,Google,No,No,0,6.0,348,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,13.0,17.0,No
603928,Landing Page Submission,Direct Traffic,No,No,0,2.0,287,2.0,Email Opened,Healthcare Management,,No,No,No,No,No,No,,,Yes
603907,Landing Page Submission,Direct Traffic,No,No,0,2.0,285,2.0,Email Opened,Business Administration,,No,No,No,No,No,No,,,Yes
603900,Landing Page Submission,Organic Search,Yes,No,0,8.0,139,8.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
603864,Landing Page Submission,Google,No,No,1,3.0,126,3.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,,,No
603846,API,Organic Search,No,No,1,6.0,882,6.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
603833,Landing Page Submission,Direct Traffic,No,No,0,2.0,87,2.0,Email Link Clicked,Select,,No,No,No,No,No,No,,,No
603824,Landing Page Submission,Organic Search,Yes,No,0,19.0,739,4.75,Page Visited on Website,Healthcare Management,,No,No,No,No,No,No,,,No
603809,Landing Page Submission,Direct Traffic,No,No,1,2.0,311,2.0,Email Opened,E-Business,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
603796,API,Organic Search,No,No,0,11.0,714,11.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
603794,Landing Page Submission,Direct Traffic,No,No,0,3.0,322,3.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
603777,API,Google,No,No,0,1.0,147,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,,,No
603772,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,576,2.0,SMS Sent,Marketing Management,,No,No,No,No,No,No,,,Yes
603745,Landing Page Submission,Direct Traffic,No,No,1,2.0,424,2.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
603728,Landing Page Submission,Direct Traffic,No,No,0,2.0,392,2.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
603702,Landing Page Submission,Organic Search,No,No,0,6.0,363,6.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
603687,Landing Page Submission,Google,No,No,1,5.0,1585,5.0,SMS Sent,Finance Management,,No,No,No,No,No,No,,,No
603669,Lead Add Form,Reference,No,No,0,,31,,,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
603647,Lead Add Form,Reference,No,No,1,1.0,36,1.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
603645,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
603637,Landing Page Submission,Direct Traffic,No,No,1,3.0,1385,3.0,Email Opened,Human Resource Management,Student,No,No,No,No,No,No,,,No
603626,API,Google,No,No,0,3.0,362,1.5,Email Opened,,,No,No,No,No,No,No,,,No
603623,Landing Page Submission,Direct Traffic,No,No,0,3.0,14,3.0,Email Opened,Healthcare Management,,No,No,No,No,No,No,,,No
603610,Landing Page Submission,Organic Search,No,No,1,10.0,1259,10.0,SMS Sent,International Business,,No,No,No,No,No,No,,,Yes
603600,Landing Page Submission,Direct Traffic,No,No,0,4.0,251,4.0,Page Visited on Website,IT Projects Management,Unemployed,No,No,No,No,No,No,,,Yes
603594,Landing Page Submission,Direct Traffic,No,No,0,3.0,107,3.0,SMS Sent,"Banking, Investment And Insurance",,No,No,No,No,No,No,,,Yes
603592,Landing Page Submission,Google,No,No,0,4.0,191,4.0,Email Opened,E-COMMERCE,Unemployed,No,No,No,No,No,No,,,No
603586,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
603582,Landing Page Submission,Google,No,No,0,4.0,384,4.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
603552,Landing Page Submission,Organic Search,Yes,No,0,7.0,1316,2.33,Email Bounced,Operations Management,Unemployed,No,No,No,No,No,No,,,No
603528,API,Google,No,No,0,3.0,291,3.0,Email Opened,,,No,No,No,No,No,No,,,No
603515,Landing Page Submission,Google,No,No,0,2.0,56,2.0,Converted to Lead,Human Resource Management,,No,No,No,No,No,No,,,No
603514,API,Google,Yes,No,0,2.0,394,2.0,Unsubscribed,Select,Unemployed,No,No,No,No,No,No,,,No
603503,API,Organic Search,No,No,1,2.0,225,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
603501,Landing Page Submission,Direct Traffic,No,No,0,4.0,261,4.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
603499,Landing Page Submission,Organic Search,No,No,0,7.0,5,7.0,Page Visited on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
603490,Landing Page Submission,Google,No,No,1,7.0,1568,7.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,No
603472,Landing Page Submission,Google,No,No,0,2.0,203,2.0,SMS Sent,Business Administration,,No,No,No,No,No,No,,,No
603465,API,Google,No,No,0,2.0,4,2.0,Converted to Lead,,,No,No,No,No,No,No,,,No
603461,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
603436,Landing Page Submission,Google,No,No,0,8.0,96,2.67,Email Opened,Finance Management,,No,No,No,No,No,No,,,No
603432,API,Google,No,No,1,3.0,1434,1.5,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,No
603431,Landing Page Submission,Direct Traffic,Yes,No,0,19.0,157,3.17,Page Visited on Website,E-COMMERCE,,No,No,No,No,No,No,,,Yes
603400,Landing Page Submission,Google,No,No,0,5.0,248,2.5,Chat Conversation,International Business,Unemployed,No,No,No,No,No,No,,,No
603390,Landing Page Submission,Organic Search,No,No,1,14.0,1627,14.0,Email Opened,Retail Management,,No,No,No,No,No,No,,,Yes
603370,API,Organic Search,No,No,1,2.0,1021,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
603361,Landing Page Submission,Direct Traffic,Yes,No,0,5.0,36,5.0,Email Bounced,IT Projects Management,Unemployed,No,No,No,No,No,No,,,Yes
603354,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
603352,Landing Page Submission,Direct Traffic,No,No,0,2.0,251,2.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,,,Yes
603338,API,Organic Search,No,No,0,6.0,410,6.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
603330,Landing Page Submission,Direct Traffic,No,No,0,5.0,216,5.0,Email Opened,E-COMMERCE,,No,No,No,No,No,No,,,No
603322,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
603315,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
603303,API,Chat,No,No,0,3.0,1315,1.5,Chat Conversation,Finance Management,,No,No,No,No,No,No,16.0,14.0,Yes
603298,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
603289,API,Chat,No,No,1,1.0,798,1.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
603286,Landing Page Submission,Direct Traffic,Yes,No,0,5.0,60,5.0,Page Visited on Website,Retail Management,,No,No,No,No,No,No,,,No
603283,Landing Page Submission,Direct Traffic,No,No,0,9.0,223,9.0,Converted to Lead,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,No
603274,Landing Page Submission,Google,No,No,1,8.0,150,2.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
603270,Landing Page Submission,Google,No,No,1,3.0,763,3.0,Form Submitted on Website,Media and Advertising,Housewife,No,No,No,No,No,No,,,No
603267,API,Google,No,No,0,3.0,697,1.5,Chat Conversation,,,No,No,No,No,No,No,,,No
603266,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
603248,API,Google,No,No,0,4.0,352,2.0,Page Visited on Website,,,No,No,No,No,No,No,,,No
603229,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
603216,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,1256,1.0,Email Bounced,Healthcare Management,Unemployed,No,No,No,No,No,No,,,No
603210,Landing Page Submission,Direct Traffic,No,No,0,2.0,1305,2.0,Email Opened,Healthcare Management,,No,No,No,No,No,No,,,Yes
603182,Landing Page Submission,Organic Search,No,No,0,3.0,206,3.0,Converted to Lead,IT Projects Management,,No,No,No,No,No,No,,,Yes
603178,Landing Page Submission,Direct Traffic,No,No,0,5.0,1099,2.5,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
603167,Landing Page Submission,Organic Search,No,No,0,6.0,30,6.0,Email Opened,Media and Advertising,Unemployed,No,No,No,No,No,No,,,Yes
603166,Landing Page Submission,Direct Traffic,No,No,0,17.0,1103,4.25,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
603162,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
603156,Landing Page Submission,Direct Traffic,No,No,1,6.0,1131,6.0,SMS Sent,International Business,Unemployed,No,No,No,No,No,No,,,Yes
603154,API,Direct Traffic,No,No,0,3.0,34,3.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
603138,Landing Page Submission,Direct Traffic,No,No,0,3.0,96,1.5,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
603114,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,1948,2.0,Email Bounced,Human Resource Management,,No,No,No,No,No,No,,,No
603107,Landing Page Submission,Organic Search,No,No,1,6.0,1297,2.0,Email Opened,Supply Chain Management,,No,No,No,No,No,No,,,Yes
603088,Landing Page Submission,Direct Traffic,No,No,0,4.0,2207,4.0,SMS Sent,IT Projects Management,,No,No,No,No,No,No,,,Yes
603052,API,Organic Search,No,No,1,2.0,1309,2.0,SMS Sent,,,No,No,No,No,No,No,,,No
603010,Landing Page Submission,Organic Search,No,No,0,25.0,74,8.33,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,Yes
603003,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
603000,Landing Page Submission,Direct Traffic,No,No,1,4.0,1068,4.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
602949,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
602947,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,718,1.0,Email Bounced,,,No,No,No,No,No,No,,,No
602920,Landing Page Submission,Direct Traffic,No,No,0,3.0,33,1.5,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
602919,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
602915,Landing Page Submission,Direct Traffic,No,No,0,2.0,98,2.0,Email Opened,Travel and Tourism,,No,No,No,No,No,No,,,Yes
602907,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
602867,Landing Page Submission,Direct Traffic,No,No,0,4.0,261,4.0,Email Opened,International Business,Unemployed,No,No,No,No,No,No,,,Yes
602831,API,Chat,Yes,No,0,0.0,0,0.0,SMS Sent,,,No,No,No,No,No,No,,,No
602826,Landing Page Submission,Google,No,No,1,5.0,1297,2.5,Email Opened,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,No
602813,API,Chat,Yes,No,0,0.0,0,0.0,SMS Sent,,,No,No,No,No,No,No,,,No
602804,Landing Page Submission,Organic Search,Yes,No,0,5.0,238,5.0,Email Bounced,Travel and Tourism,,No,No,No,No,No,No,,,No
602801,Lead Add Form,Reference,No,No,1,,876,,,Select,Unemployed,No,No,No,No,No,No,,,No
602769,API,Google,Yes,No,0,8.0,396,4.0,SMS Sent,,,No,No,No,No,No,No,,,No
602757,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Human Resource Management,Working Professional,No,No,No,No,No,No,,,No
602755,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
602753,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
602750,API,Organic Search,No,No,0,3.0,180,1.5,Email Opened,,,No,No,No,No,No,No,,,No
602733,API,Google,No,No,0,3.0,122,3.0,Page Visited on Website,,,No,No,No,No,No,No,,,No
602723,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
602720,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
602689,Landing Page Submission,Google,No,No,0,4.0,114,4.0,SMS Sent,Operations Management,,No,No,No,No,No,No,,,No
602685,Landing Page Submission,Google,No,No,0,7.0,1369,3.5,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
602684,Landing Page Submission,Google,No,No,1,4.0,816,4.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,No
602680,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
602678,Landing Page Submission,Direct Traffic,No,No,0,1.0,72,1.0,Converted to Lead,Finance Management,,No,No,No,No,No,No,,,Yes
602677,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
602676,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Student,No,No,No,No,No,No,,,No
602666,Landing Page Submission,Google,No,No,0,4.0,913,4.0,Chat Conversation,International Business,Unemployed,No,No,No,No,No,No,,,No
602662,Landing Page Submission,Direct Traffic,No,No,0,2.0,400,2.0,Email Opened,Operations Management,,No,No,No,No,No,No,,,Yes
602658,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,212,1.0,Email Bounced,IT Projects Management,,No,No,No,No,No,No,,,No
602642,Landing Page Submission,Direct Traffic,No,No,1,4.0,86,4.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
602640,API,Google,No,No,0,2.0,1619,2.0,Email Opened,Select,Student,No,No,No,No,No,No,,,No
602634,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
602627,Landing Page Submission,Organic Search,No,No,1,4.0,47,4.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,,,Yes
602617,Landing Page Submission,Direct Traffic,No,No,1,6.0,464,6.0,SMS Sent,Travel and Tourism,,No,No,No,No,No,No,,,Yes
602582,Landing Page Submission,Google,No,No,0,4.0,660,4.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,,,No
602566,Lead Add Form,Reference,No,No,1,,1193,,Approached upfront,Select,Unemployed,No,No,No,No,No,No,,,No
602557,Landing Page Submission,Google,No,No,1,6.0,1069,6.0,Email Opened,Marketing Management,Working Professional,No,No,No,No,No,No,,,Yes
602534,Landing Page Submission,Organic Search,No,No,0,3.0,36,3.0,Email Opened,International Business,Unemployed,No,No,No,No,No,No,,,Yes
602530,Landing Page Submission,Direct Traffic,No,No,0,2.0,737,2.0,Page Visited on Website,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
602520,Landing Page Submission,Direct Traffic,No,No,0,3.0,90,3.0,Email Link Clicked,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
602484,Landing Page Submission,Direct Traffic,No,No,1,2.0,973,2.0,Email Opened,Human Resource Management,Working Professional,No,No,No,No,No,No,,,Yes
602472,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Student,No,No,No,No,No,No,,,No
602470,API,Organic Search,No,No,0,7.0,226,7.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
602465,Landing Page Submission,Direct Traffic,No,No,1,4.0,949,4.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,,,Yes
602453,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Student,No,No,No,No,No,No,,,No
602442,Landing Page Submission,Organic Search,No,No,1,3.0,1466,3.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
602435,Landing Page Submission,Direct Traffic,No,No,1,4.0,231,4.0,SMS Sent,E-COMMERCE,Unemployed,No,No,No,No,No,No,,,Yes
602412,API,Chat,No,No,0,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
602411,Landing Page Submission,Google,No,No,1,11.0,1129,2.2,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
602404,API,Google,No,No,1,3.0,1438,1.5,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,,,No
602403,API,Chat,No,No,1,4.0,882,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
602377,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
602359,Landing Page Submission,Direct Traffic,No,No,1,2.0,848,2.0,SMS Sent,IT Projects Management,,No,No,No,No,No,No,,,Yes
602358,Landing Page Submission,Google,No,No,0,4.0,1078,4.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,,,Yes
602317,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Student,No,No,No,No,No,No,,,No
602307,API,Google,No,No,1,3.0,1536,1.5,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
602304,API,Google,Yes,No,0,4.0,247,4.0,Email Bounced,Select,Unemployed,No,No,No,No,No,No,,,No
602265,Landing Page Submission,Direct Traffic,No,No,1,8.0,178,4.0,Email Opened,"Banking, Investment And Insurance",Student,No,No,No,No,No,No,,,Yes
602259,Landing Page Submission,Direct Traffic,No,No,1,3.0,942,1.5,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
602244,Landing Page Submission,Google,No,No,1,3.0,829,3.0,Unreachable,Finance Management,,No,No,No,No,No,No,,,No
